[http-bio-8888-exec-4] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-4] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-4] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set bundle to session
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /banner5.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /banner5.jpg
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/banner3.jpg
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/banner3.jpg
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /banner3.jpg
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /banner3.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/banner5.jpg
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /usa.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /pic1.jpg
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /pic1.jpg
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /banner4.jpg
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/pic1.jpg
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /usa.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /pic2.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/banner5.jpg
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /pic2.jpg
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/pic1.jpg
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/banner4.jpg
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /pic1.jpg
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /hand.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/pic2.jpg
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/pic2.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /banner5.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /banner5.jpg
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /pic2.jpg
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /hand.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /pic1.jpg
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/banner4.jpg
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/hand.png
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/hand.png
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /hand.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /pic2.jpg
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /hand.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /bulb.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /date.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /date.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/date.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/date.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /date.png
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /banner4.jpg
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /date.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /chart.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /bulb.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /chart.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/chart.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/chart.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /chart.png
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /chart.png
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /banner4.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/bulb.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/bulb.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /bulb.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /bulb.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/loading.gif
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/loading.gif
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /marker.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /marker.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/marker.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/marker.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /marker.png
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /marker.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /CaviarDreams-webfont.ttf
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /BebasNeue-webfont.ttf
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /CaviarDreams-webfont.ttf
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /BebasNeue-webfont.ttf
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/fonts/CaviarDreams-webfont.ttf
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/fonts/BebasNeue-webfont.ttf
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/fonts/CaviarDreams-webfont.ttf
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/fonts/BebasNeue-webfont.ttf
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /CaviarDreams-webfont.ttf
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /BebasNeue-webfont.ttf
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /BebasNeue-webfont.ttf
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /CaviarDreams-webfont.ttf
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /l-r-arrows.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /l-r-arrows.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/l-r-arrows.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/l-r-arrows.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /l-r-arrows.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /l-r-arrows.png
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account_info
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - User not logged
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/login.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/login.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/css/registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/css/registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/login
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /login. New Path: /app/login
[http-bio-8888-exec-1] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /login
[http-bio-8888-exec-1] DEBUG com.finalproject.dao.UserDao  - Validate User: vasya01 password
[http-bio-8888-exec-1] DEBUG com.finalproject.db.DBConnectionPool  - Connection received jdbc:mysql://localhost:3306/bank_system, UserName=root@localhost, MySQL Connector/J
[http-bio-8888-exec-1] DEBUG com.finalproject.db.DBConnectionPool  - Connection received jdbc:mysql://localhost:3306/bank_system, UserName=root@localhost, MySQL Connector/J
[http-bio-8888-exec-1] INFO  com.finalproject.web.command.LoginCommand  - Login user: User{id=1, login='vasya01', password='password', name='Vasya', surname='Petrov', accountId=10, securityAccess=USER}
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /. New Path: /app/
[http-bio-8888-exec-2] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/js/log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/js/log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/loading.gif
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/loading.gif
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /l-r-arrows.png
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /l-r-arrows.png
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/l-r-arrows.png
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/l-r-arrows.png
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /l-r-arrows.png
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /l-r-arrows.png
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account_info
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - User has permission. Continue
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/account_info
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /account_info. New Path: /app/account_info
[http-bio-8888-exec-2] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /account_info
[http-bio-8888-exec-2] INFO  com.finalproject.web.command.AccountInfoCommand  - User in session IS User{id=1, login='vasya01', password='password', name='Vasya', surname='Petrov', accountId=10, securityAccess=USER}account id = 10
[http-bio-8888-exec-2] DEBUG com.finalproject.db.DBConnectionPool  - Connection received jdbc:mysql://localhost:3306/bank_system, UserName=root@localhost, MySQL Connector/J
[http-bio-8888-exec-2] DEBUG com.finalproject.db.DBConnectionPool  - Connection received jdbc:mysql://localhost:3306/bank_system, UserName=root@localhost, MySQL Connector/J
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/js/log.js
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/js/log.js
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /style.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /style.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/style.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/style.css. New Path: /app/css/style.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /style.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /list-arrow.gif
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /list-arrow.gif
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/list-arrow.gif
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/list-arrow.gif
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /list-arrow.gif
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /list-arrow.gif
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /create_account
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - User has permission. Continue
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/create_account
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /create_account. New Path: /app/create_account
[http-bio-8888-exec-11] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /create_account
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /create_account.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /create_account.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/create_account.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/create_account.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /create_account.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /create_account.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/registration.css
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-11] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /style.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /style.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/style.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/style.css. New Path: /app/css/style.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /style.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account_info.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /account_info.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/account_info.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /account_info.jsp. New Path: /app/account_info.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /account_info.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/js/log.js
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/js/log.js
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /logout
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /logout
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/logout
[http-bio-8888-exec-11] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /logout. New Path: /app/logout
[http-bio-8888-exec-11] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /logout
[http-bio-8888-exec-9] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-9] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-9] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set bundle to session
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /. New Path: /app/
[http-bio-8888-exec-9] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/js/log.js
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/js/log.js
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/loading.gif
